,T=5,T=7,T=9,T=11,T=13,T=15,T=17,T=19,T=21,T=23,T=25,T=27,T=29
0,2.298593044281006,2.291780471801758,2.304614782333374,2.2986197471618652,2.2988736629486084,2.297145128250122,2.300863027572632,2.308199644088745,2.3049657344818115,2.3398277759552,2.2900569438934326,2.334674596786499,2.2972350120544434
1,2.2892119884490967,2.302184820175171,2.307149648666382,2.2845308780670166,2.300569772720337,2.308896780014038,2.308736801147461,2.3099825382232666,2.2975151538848877,2.324641704559326,2.286914587020874,2.328620195388794,2.3033275604248047
2,2.289158582687378,2.2953739166259766,2.30094051361084,2.282850503921509,2.29940128326416,2.3071722984313965,2.3030943870544434,2.2986834049224854,2.301091194152832,2.3213818073272705,2.2945287227630615,2.3140041828155518,2.287360906600952
3,2.2845559120178223,2.2887167930603027,2.2963438034057617,2.2783212661743164,2.2975313663482666,2.3060946464538574,2.294736623764038,2.2913928031921387,2.289304494857788,2.313666343688965,2.2937350273132324,2.3106539249420166,2.281952142715454
4,2.2893435955047607,2.2843611240386963,2.294736385345459,2.2702009677886963,2.2938992977142334,2.3016793727874756,2.2917110919952393,2.2850115299224854,2.27891206741333,2.3104028701782227,2.283569097518921,2.3057398796081543,2.2815728187561035
5,2.284299373626709,2.2868192195892334,2.290470838546753,2.2636046409606934,2.2904531955718994,2.2958362102508545,2.2917239665985107,2.277740716934204,2.274400234222412,2.307778835296631,2.282203197479248,2.305288791656494,2.2788422107696533
6,2.280484199523926,2.2811458110809326,2.2870476245880127,2.2584803104400635,2.287550926208496,2.29360032081604,2.2857537269592285,2.2733914852142334,2.2721121311187744,2.306546449661255,2.282853841781616,2.2965776920318604,2.275989055633545
7,2.2756285667419434,2.2773027420043945,2.285869836807251,2.2577648162841797,2.28192400932312,2.291490316390991,2.2815804481506348,2.2688775062561035,2.2670176029205322,2.3024396896362305,2.274000406265259,2.2947967052459717,2.2737953662872314
8,2.2740819454193115,2.273216485977173,2.2827799320220947,2.25614333152771,2.279102325439453,2.287264585494995,2.2782528400421143,2.2635393142700195,2.264941930770874,2.300205945968628,2.265296697616577,2.2906694412231445,2.266573429107666
9,2.272076368331909,2.2685649394989014,2.2810816764831543,2.2565057277679443,2.27492618560791,2.2833144664764404,2.2758796215057373,2.2578511238098145,2.2590889930725098,2.297421932220459,2.2629759311676025,2.2852418422698975,2.262868642807007
10,2.2671053409576416,2.263282299041748,2.2780094146728516,2.256539821624756,2.2710201740264893,2.278740406036377,2.272097110748291,2.252302885055542,2.253258466720581,2.2951879501342773,2.255749464035034,2.2813708782196045,2.2596664428710938
11,2.2627265453338623,2.254883289337158,2.2731688022613525,2.2552311420440674,2.267702102661133,2.274054765701294,2.267883539199829,2.2503559589385986,2.246722936630249,2.2930638790130615,2.253420114517212,2.277104139328003,2.257882595062256
12,2.260369300842285,2.2520740032196045,2.2717761993408203,2.2533679008483887,2.2620112895965576,2.2714626789093018,2.265282154083252,2.247622489929199,2.244741201400757,2.2914414405822754,2.2526280879974365,2.271501302719116,2.251689910888672
13,2.2557098865509033,2.247948408126831,2.2692549228668213,2.250354528427124,2.257516622543335,2.268488645553589,2.2623817920684814,2.2429921627044678,2.237924814224243,2.288027286529541,2.249943256378174,2.2620909214019775,2.2521417140960693
14,2.2529168128967285,2.2444345951080322,2.26625919342041,2.2481980323791504,2.253894329071045,2.265291452407837,2.2607080936431885,2.238565683364868,2.233142137527466,2.2848961353302,2.2443466186523438,2.257448434829712,2.2474310398101807
15,2.24981951713562,2.240410566329956,2.2639360427856445,2.248060464859009,2.2521533966064453,2.2622597217559814,2.2558884620666504,2.2360332012176514,2.227623224258423,2.282533645629883,2.239992618560791,2.2526161670684814,2.244795799255371
16,2.247781991958618,2.2373604774475098,2.261479616165161,2.246053695678711,2.248598575592041,2.257416009902954,2.2566335201263428,2.229433059692383,2.223706007003784,2.2789347171783447,2.2374658584594727,2.24910306930542,2.239994764328003
17,2.2474467754364014,2.233067512512207,2.257877826690674,2.2410125732421875,2.243610143661499,2.2527246475219727,2.2542953491210938,2.2263851165771484,2.2227396965026855,2.2756690979003906,2.232105255126953,2.2444815635681152,2.234774351119995
18,2.243410348892212,2.230471611022949,2.2541167736053467,2.240846872329712,2.242607831954956,2.249053478240967,2.248192071914673,2.225599765777588,2.2194998264312744,2.2751688957214355,2.22912335395813,2.239928960800171,2.231290340423584
19,2.2407970428466797,2.227008104324341,2.2514383792877197,2.236358404159546,2.2381839752197266,2.245216131210327,2.246211528778076,2.2196171283721924,2.212064504623413,2.271796226501465,2.228492021560669,2.2359468936920166,2.227375030517578
20,2.236967086791992,2.2208244800567627,2.2493538856506348,2.2334370613098145,2.237227439880371,2.2387421131134033,2.2450308799743652,2.2138783931732178,2.2067065238952637,2.2705414295196533,2.2254478931427,2.2273242473602295,2.2230429649353027
21,2.234057664871216,2.2146246433258057,2.2460334300994873,2.2283573150634766,2.23518967628479,2.233307361602783,2.2403383255004883,2.2125611305236816,2.2014920711517334,2.2675368785858154,2.2186806201934814,2.2224225997924805,2.2188684940338135
22,2.2296340465545654,2.2097787857055664,2.2432541847229004,2.2227492332458496,2.2315833568573,2.230607032775879,2.2363603115081787,2.2055513858795166,2.1932010650634766,2.2641515731811523,2.212921142578125,2.217276096343994,2.2167046070098877
23,2.2242395877838135,2.2031102180480957,2.2405176162719727,2.221266508102417,2.228114128112793,2.2257754802703857,2.234065532684326,2.199993133544922,2.1886627674102783,2.261753797531128,2.210742235183716,2.211923599243164,2.208495855331421
