,T=5,T=7,T=9,T=11,T=13,T=15,T=17,T=19,T=21,T=23,T=25,T=27,T=29
0,2.4934933185577393,2.48624324798584,2.462944269180298,2.3826119899749756,2.515403985977173,2.4910848140716553,2.336371660232544,2.3392107486724854,2.4396512508392334,2.319976568222046,2.574296474456787,2.515094041824341,2.707378625869751
1,2.4654645919799805,2.481032371520996,2.4477760791778564,2.3096232414245605,2.533612012863159,2.500497817993164,2.430647373199463,2.398754119873047,2.4171056747436523,2.39998459815979,2.567873239517212,2.561227321624756,2.618468999862671
2,2.429323434829712,2.4527428150177,2.3933792114257812,2.2940914630889893,2.5391335487365723,2.5373268127441406,2.4041380882263184,2.3687524795532227,2.3918614387512207,2.4118709564208984,2.5265066623687744,2.5473592281341553,2.551583766937256
3,2.416084051132202,2.437101125717163,2.386784791946411,2.328494071960449,2.564356803894043,2.478983163833618,2.3783888816833496,2.356661796569824,2.4007198810577393,2.4140796661376953,2.508312702178955,2.5275368690490723,2.493690252304077
4,2.4046273231506348,2.428062915802002,2.373448133468628,2.299726724624634,2.55804705619812,2.4449384212493896,2.361696720123291,2.3759233951568604,2.394021511077881,2.357825517654419,2.4940683841705322,2.516068458557129,2.4785077571868896
5,2.3960940837860107,2.3996388912200928,2.3473384380340576,2.3123717308044434,2.5335350036621094,2.4462218284606934,2.3426313400268555,2.3723838329315186,2.3947272300720215,2.3250362873077393,2.4894115924835205,2.4970083236694336,2.460444688796997
6,2.3856775760650635,2.3903775215148926,2.33705997467041,2.299311637878418,2.526003837585449,2.4508609771728516,2.3347220420837402,2.3539841175079346,2.3632566928863525,2.326296329498291,2.4830243587493896,2.4748260974884033,2.4642648696899414
7,2.3801724910736084,2.373889207839966,2.3302855491638184,2.280940532684326,2.518462896347046,2.4392504692077637,2.325490951538086,2.3521833419799805,2.359736919403076,2.3174092769622803,2.4720993041992188,2.458956480026245,2.4700047969818115
8,2.3857765197753906,2.364346981048584,2.329615592956543,2.2655231952667236,2.504762887954712,2.4291186332702637,2.3322691917419434,2.342129945755005,2.3555049896240234,2.3035025596618652,2.464771270751953,2.4670023918151855,2.4452083110809326
9,2.3712942600250244,2.3586034774780273,2.326382637023926,2.2501251697540283,2.487619638442993,2.407973527908325,2.3207104206085205,2.3347692489624023,2.3553178310394287,2.3021411895751953,2.459543228149414,2.463876724243164,2.42655348777771
10,2.366837978363037,2.3438446521759033,2.306879758834839,2.24776554107666,2.4749231338500977,2.3938276767730713,2.3169636726379395,2.3274147510528564,2.352299213409424,2.2878334522247314,2.4418528079986572,2.4429516792297363,2.4142518043518066
