,T=5,T=7,T=9,T=11,T=13,T=15,T=17,T=19,T=21,T=23,T=25,T=27,T=29
0,0.10000000149011612,0.07999999821186066,0.07999999821186066,0.11999999731779099,0.05999999865889549,0.07999999821186066,0.10000000149011612,0.10000000149011612,0.05999999865889549,0.14000000059604645,0.03999999910593033,0.05999999865889549,0.07999999821186066
1,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.1599999964237213,0.05999999865889549,0.10999999940395355,0.05999999865889549,0.11999999731779099,0.07999999821186066,0.12999999523162842,0.07000000029802322,0.03999999910593033,0.05000000074505806
2,0.11999999731779099,0.1133333370089531,0.13333334028720856,0.1599999964237213,0.08666666597127914,0.1066666692495346,0.06666667014360428,0.1066666692495346,0.08666666597127914,0.14000000059604645,0.06666667014360428,0.0533333346247673,0.07333333045244217
3,0.14000000059604645,0.10999999940395355,0.125,0.1550000011920929,0.07500000298023224,0.10999999940395355,0.07000000029802322,0.11999999731779099,0.07999999821186066,0.15000000596046448,0.05999999865889549,0.054999999701976776,0.10499999672174454
4,0.12399999797344208,0.1080000028014183,0.14000000059604645,0.164000004529953,0.07199999690055847,0.12399999797344208,0.07199999690055847,0.1120000034570694,0.07199999690055847,0.164000004529953,0.05999999865889549,0.06400000303983688,0.09600000083446503
5,0.12333333492279053,0.11999999731779099,0.15666666626930237,0.1666666716337204,0.07333333045244217,0.10999999940395355,0.0833333358168602,0.1066666692495346,0.07000000029802322,0.18000000715255737,0.05666666850447655,0.05999999865889549,0.10333333164453506
6,0.12857143580913544,0.12857143580913544,0.1599999964237213,0.17428570985794067,0.08285713940858841,0.10571428388357162,0.08857142925262451,0.10285714268684387,0.09142857044935226,0.17714285850524902,0.05428571254014969,0.06857142597436905,0.09714286029338837
7,0.13750000298023224,0.13750000298023224,0.1550000011920929,0.1850000023841858,0.08749999850988388,0.11749999970197678,0.0925000011920929,0.10750000178813934,0.0925000011920929,0.18250000476837158,0.06499999761581421,0.06499999761581421,0.0949999988079071
8,0.13555555045604706,0.15111111104488373,0.15777777135372162,0.20222222805023193,0.08666666597127914,0.11777777969837189,0.09111110866069794,0.11999999731779099,0.08888889104127884,0.17777778208255768,0.06222222372889519,0.05999999865889549,0.10444444417953491
9,0.14399999380111694,0.14800000190734863,0.16599999368190765,0.20600000023841858,0.0860000029206276,0.12399999797344208,0.09799999743700027,0.12200000137090683,0.09399999678134918,0.17599999904632568,0.06599999964237213,0.06400000303983688,0.1120000034570694
